ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg17878506,-0.363985588,0.000203685,0.035055397,13,NA,TBC1D4,TSS1500,chr13:76055077-76056799,Island,NA,Promoter_Associated
cg08700707,-0.492994909,0.000203693,0.035055397,16,NA,MSLN;MSLN,TSS1500;TSS1500,,,NA,
cg17806162,0.299535853,0.000203863,0.035055397,1,NA,,,chr1:2472095-2472586,Island,NA,Unclassified_Cell_type_specific
cg03635536,-0.30504136,0.00020391,0.035055397,5,NA,LNPEP,TSS200,chr5:96270437-96272125,Island,NA,Promoter_Associated
cg06882058,0.417971952,0.000203969,0.035055397,1,NA,SDCCAG8,Body,chr1:243646394-243646888,Island,TRUE,Unclassified_Cell_type_specific
cg20668765,0.526934927,0.000204018,0.035055397,3,NA,,,chr3:194406440-194409045,N_Shelf,NA,Unclassified
cg04652961,-0.389123478,0.000204052,0.035055397,6,NA,GJA1,5'UTR,,,NA,Unclassified_Cell_type_specific
cg15887555,-0.20264687,0.000204273,0.035058715,5,NA,,,chr5:180673068-180673694,Island,NA,Promoter_Associated
cg17076397,-0.226946444,0.000204313,0.035058715,5,NA,Mar-06,TSS200,chr5:10353400-10354512,Island,NA,Promoter_Associated
cg25363337,-0.455652664,0.000204502,0.035058715,8,NA,,,,,TRUE,
cg07244188,0.530480199,0.000204642,0.035058715,1,NA,RIMS3,5'UTR,,,NA,
cg12687617,0.6025162,0.000204699,0.035058715,15,NA,,,chr15:89949373-89951130,N_Shore,NA,
ch.1.1180380F,-0.510385624,0.000204791,0.035058715,1,NA,,,,,NA,
cg27421267,0.579140484,0.000204797,0.035058715,10,NA,DIP2C,Body,chr10:530713-531099,Island,TRUE,Unclassified
cg03719283,0.630147035,0.0002048,0.035058715,4,NA,GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3,1stExon;5'UTR;TSS1500;5'UTR;5'UTR;1stExon;5'UTR;TSS1500;1stExon;TSS1500;1stExon,chr4:156588297-156589292,N_Shore,NA,
cg19487745,0.205682684,0.000205161,0.03510487,10,NA,,,,,NA,
cg16767590,0.608751623,0.000205357,0.03511249,4,NA,PCGF3,5'UTR,chr4:716281-716977,N_Shore,NA,
cg24321774,-0.24848979,0.000205403,0.03511249,2,NA,MAPRE3,5'UTR,chr2:27193273-27193864,Island,NA,Promoter_Associated
cg25525687,-0.943178538,0.000205615,0.03511249,19,NA,,,chr19:7980970-7982983,Island,NA,Unclassified
cg19475270,-0.314790025,0.000205705,0.03511249,19,NA,,,chr19:2061110-2062054,N_Shore,NA,Unclassified
cg19615684,-0.503544171,0.000205741,0.03511249,12,NA,CD9,Body,chr12:6309152-6310392,S_Shore,TRUE,Unclassified_Cell_type_specific
cg07356745,-0.721298712,0.000205832,0.03511249,10,NA,FAM190B,Body,,,TRUE,
cg01546472,0.545735335,0.000205901,0.03511249,4,NA,ODZ3,3'UTR,chr4:183720658-183721739,S_Shore,NA,
cg07136035,0.815422107,0.000205934,0.03511249,4,NA,ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2,Body;Body;Body;Body;Body;Body;Body,,,NA,
cg02375201,-0.207453434,0.000206352,0.035168196,1,NA,PIGV;PIGV,5'UTR;1stExon,chr1:27114118-27114692,Island,NA,Promoter_Associated
cg00172603,0.796595099,0.000206603,0.035195309,1,NA,SSBP3;SSBP3;SSBP3,Body;Body;Body,chr1:54821990-54822333,Island,NA,
cg14123750,-0.6806874,0.000206722,0.035200051,13,NA,,,,,NA,
cg00226822,-0.311343929,0.000207021,0.035226732,4,NA,,,chr4:1161127-1161682,N_Shelf,NA,
cg15380607,-0.249397226,0.000207225,0.035226732,6,NA,TNFAIP3,TSS200,chr6:138187825-138189141,Island,NA,Promoter_Associated
cg18515031,-0.592252506,0.000207286,0.035226732,10,NA,C10orf104,Body,,,TRUE,
cg03147312,1.13878672,0.000207294,0.035226732,16,NA,NAGPA,Body,,,NA,
cg25168494,0.245910151,0.000207444,0.035226732,2,NA,,,chr2:63285949-63287097,Island,TRUE,Unclassified
cg01870519,0.25394481,0.000207498,0.035226732,6,NA,EXOC2,TSS1500,chr6:692464-693348,S_Shore,NA,Promoter_Associated
cg26389638,0.373772977,0.000207587,0.035226732,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,,NA,
cg07435294,-0.436462781,0.00020761,0.035226732,11,NA,OVOL1,TSS200,chr11:65553749-65555573,Island,TRUE,
cg06115388,0.295819462,0.000207747,0.035234419,11,NA,,,,,NA,
cg08939371,0.579686896,0.000208127,0.03526593,15,NA,UNC45A,TSS1500,chr15:91473314-91473592,N_Shore,NA,Promoter_Associated
cg19291576,0.696752442,0.000208143,0.03526593,9,NA,,,chr9:969529-973276,Island,NA,
cg21293464,0.288364686,0.000208224,0.03526593,11,NA,KDM2A;KDM2A,TSS1500;TSS1500,chr11:66885275-66887330,Island,NA,
cg10568066,-0.920456217,0.000208299,0.03526593,6,NA,RNF39;RNF39,Body;Body,chr6:30038881-30039477,Island,NA,
cg01027728,0.409480797,0.000208758,0.035327181,5,NA,LOC255167;LOC255167,Body;TSS1500,chr5:6582882-6583807,N_Shore,NA,
cg24152845,0.438144775,0.000208844,0.035327181,15,NA,SNORD115-1,TSS1500,,,NA,
cg04218030,0.280769736,0.000209401,0.035390684,21,NA,KRTAP10-11;C21orf29,1stExon;Body,,,TRUE,
cg25593309,-0.4820321,0.000209416,0.035390684,7,NA,,,,,NA,
cg04918978,-0.386177006,0.000209604,0.035390684,10,NA,,,chr10:102440600-102441011,S_Shore,NA,
cg04018571,-0.190510439,0.000209778,0.035390684,2,NA,STARD7,1stExon,chr2:96873851-96874824,Island,NA,Promoter_Associated
cg25496162,-0.265452703,0.000209819,0.035390684,5,NA,SIL1;SIL1,5'UTR;5'UTR,chr5:138533870-138534113,Island,NA,Promoter_Associated
cg17197034,-0.351791243,0.000209917,0.035390684,7,NA,C7orf51,TSS1500,chr7:100080693-100081371,Island,NA,Unclassified
cg22978915,-0.250472254,0.000209953,0.035390684,21,NA,COL18A1,Body,chr21:46850573-46850841,N_Shore,TRUE,
cg07903918,-0.535215633,0.000209977,0.035390684,9,TRUE,GABBR2,TSS1500,chr9:101469579-101472154,Island,NA,
cg03424436,0.464898439,0.000210047,0.035390684,20,TRUE,CEP250,5'UTR,chr20:34042854-34043585,S_Shore,NA,Promoter_Associated
cg18903373,0.282383149,0.000210418,0.035434951,10,NA,VTI1A,Body,,,TRUE,
cg13073773,-0.691218153,0.000210557,0.035434951,14,NA,GSC,3'UTR,chr14:95234612-95236569,Island,TRUE,
cg21046364,0.292801914,0.000210586,0.035434951,4,NA,AFF1,Body,,,NA,
cg17896229,0.290956965,0.000210823,0.035459479,20,TRUE,PROKR2,1stExon,chr20:5296266-5297798,N_Shore,NA,
ch.10.1853020F,-0.501679952,0.000211104,0.035487619,10,NA,LDB3;LDB3;LDB3,Body;Body;Body,,,NA,
cg06327227,-0.466155711,0.000211189,0.035487619,6,NA,SYNJ2,Body,,,TRUE,
cg11145772,0.39103851,0.000211267,0.035487619,3,NA,IQSEC1;IQSEC1,Body;Body,,,NA,
cg17875102,-0.495617676,0.00021168,0.035520236,6,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg27209265,-0.193059456,0.000211685,0.035520236,16,NA,NARFL,Body,chr16:790626-791332,Island,NA,Promoter_Associated
cg05791870,0.57989411,0.000211776,0.035520236,16,NA,C16orf35;C16orf35,3'UTR;3'UTR,,,NA,
cg20732367,-0.358281926,0.00021183,0.035520236,2,TRUE,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,Body;Body;Body;Body;Body,chr2:238599857-238601430,S_Shore,NA,NonGene_Associated
cg13649253,0.476600182,0.000212269,0.035578276,19,NA,NFIX,Body,chr19:13198699-13198999,Island,NA,
cg27300185,-0.469348465,0.000212948,0.03564104,1,NA,,,,,TRUE,
cg03227037,0.534485901,0.000213003,0.03564104,20,NA,,,chr20:62209387-62209643,S_Shelf,NA,Unclassified
cg18385190,0.383013537,0.000213172,0.03564104,14,NA,,,chr14:104940228-104940466,Island,NA,
cg23389785,0.371791592,0.000213215,0.03564104,6,NA,ZDHHC14;ZDHHC14,Body;Body,,,NA,
cg21404476,0.577876234,0.000213281,0.03564104,1,NA,SKI,Body,chr1:2222198-2222569,N_Shelf,NA,
cg12846139,0.813351266,0.000213289,0.03564104,17,NA,BAHCC1,TSS1500,chr17:79366806-79374742,Island,NA,
cg19494946,0.262112096,0.000213336,0.03564104,1,NA,BMP8A,TSS1500,chr1:39956424-39958137,Island,NA,Unclassified
cg04098270,-0.55262094,0.000213515,0.03564104,15,NA,GRAMD2,Body,chr15:72489478-72490119,Island,TRUE,Gene_Associated
cg24651977,0.355609857,0.000213692,0.03564104,4,NA,TBC1D1,Body,chr4:37978702-37979595,Island,NA,Promoter_Associated
cg10110376,-0.233210634,0.000213754,0.03564104,16,NA,,,,,NA,Unclassified
cg01870865,-0.573080243,0.000213918,0.03564104,3,NA,TREX1;TREX1,TSS200;TSS200,,,NA,Promoter_Associated
cg00509136,-0.403749173,0.000213919,0.03564104,19,NA,RRAS,Body,chr19:50143223-50143975,N_Shore,NA,
cg12829325,-0.597058833,0.000213984,0.03564104,21,NA,IL10RB,TSS1500,chr21:34638515-34639075,N_Shore,NA,Promoter_Associated
cg18852567,-0.432319544,0.000213991,0.03564104,1,NA,DLGAP3,Body,chr1:35350878-35351854,Island,NA,Unclassified_Cell_type_specific
cg03039519,0.220237902,0.000214031,0.03564104,14,NA,,,,,NA,
cg06761167,-0.526299397,0.00021432,0.035673642,16,NA,,,,,NA,
cg26465611,-0.464085666,0.000214654,0.035694219,5,TRUE,MEGF10;MEGF10,5'UTR;1stExon,chr5:126626053-126626901,Island,TRUE,Unclassified_Cell_type_specific
cg18135132,-0.43468118,0.000214695,0.035694219,11,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg21450215,0.515410198,0.000214721,0.035694219,4,NA,,,chr4:147576109-147576762,S_Shore,NA,
cg09285095,-0.480748992,0.000215052,0.035733838,22,NA,LOC100271722,Body,chr22:46440393-46441019,Island,TRUE,Promoter_Associated
cg08731696,0.483863787,0.000215186,0.03574069,1,NA,,,chr1:59280240-59280490,Island,TRUE,
cg15608714,0.48900392,0.000215658,0.035770426,6,NA,ARMC2,Body,,,TRUE,
cg22324022,0.325208266,0.000215701,0.035770426,2,NA,NRXN1;NRXN1,TSS200;TSS200,,,NA,
cg27395288,0.397928952,0.000215701,0.035770426,20,NA,MAPRE1,TSS200,chr20:31407531-31408124,Island,NA,Promoter_Associated
cg02882530,0.350295335,0.000215973,0.035770426,4,NA,,,chr4:775071-775963,S_Shore,NA,
cg22538757,-0.302584724,0.00021606,0.035770426,12,NA,,,,,NA,
cg27633530,-0.29251629,0.00021609,0.035770426,7,NA,IKZF1,TSS200,chr7:50343757-50344519,Island,NA,Promoter_Associated
cg01881182,0.522633411,0.00021613,0.035770426,16,NA,ABAT;ABAT,5'UTR;TSS1500,,,NA,
cg26785604,0.662883924,0.000216185,0.035770426,4,NA,RGS12;RGS12;RGS12,Body;Body;Body,,,NA,
cg24784036,-0.423665649,0.000216279,0.035770426,3,NA,SEMA3B;SEMA3B,Body;Body,chr3:50310445-50311397,N_Shelf,TRUE,
cg11415402,0.46317718,0.000216371,0.035770426,1,NA,APITD1;CORT,Body;TSS1500,,,NA,
cg23845249,-0.277376084,0.000216387,0.035770426,11,NA,,,,,TRUE,
cg09474229,0.690320137,0.000216772,0.03580179,19,NA,RINL,Body,chr19:39359916-39361160,Island,TRUE,Promoter_Associated
cg07770402,0.381954181,0.000216793,0.03580179,18,NA,,,chr18:76160173-76160444,Island,NA,
cg01195276,-0.627623367,0.000216946,0.03580179,11,NA,,,,,NA,
cg17154315,-0.295624466,0.000216982,0.03580179,8,NA,ZFPM2;ZFPM2,5'UTR;1stExon,chr8:106330518-106332120,Island,NA,
cg04291079,0.551194248,0.000217171,0.03580179,14,TRUE,MEG3;MEG3;MEG3,Body;Body;Body,chr14:101293427-101294433,Island,NA,Unclassified
cg12079115,0.364776057,0.000217257,0.03580179,2,NA,,,chr2:241855374-241855631,N_Shelf,NA,
cg06783814,-0.2282381,0.000217376,0.03580179,4,NA,GABRB1,Body,chr4:47034427-47034940,Island,TRUE,Unclassified
cg21005607,-0.404105356,0.000217431,0.03580179,7,NA,,,,,TRUE,
cg11018909,-0.435744904,0.000217501,0.03580179,6,NA,BTBD9;BTBD9;BTBD9,Body;Body;Body,,,TRUE,
cg19632206,0.514848112,0.000217506,0.03580179,1,TRUE,FAM5C;FAM5C,1stExon;5'UTR,,,NA,
cg11324467,0.46787768,0.000217687,0.035808643,8,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg20785674,0.930540802,0.000217787,0.035808643,1,NA,PLEKHO1,Body,chr1:150121695-150123078,S_Shore,NA,
cg15321401,0.331301388,0.000217895,0.035808643,6,NA,RPS6KA2;RPS6KA2,Body;Body,,,NA,
cg22262753,0.492430232,0.000217985,0.035808643,6,NA,CDKAL1,Body,,,TRUE,
cg23981172,0.394049562,0.000218013,0.035808643,14,NA,,,chr14:48143433-48145589,S_Shore,NA,
cg25274052,-0.403308308,0.00021822,0.035827456,15,NA,PARP6,TSS1500,chr15:72564442-72565165,Island,NA,Promoter_Associated
cg01802640,-0.411041812,0.000218438,0.035847946,1,NA,,,chr1:48174494-48176519,Island,NA,Unclassified_Cell_type_specific
cg08885854,-0.464766902,0.000218952,0.035903932,1,NA,DNM3;DNM3,Body;Body,,,TRUE,
cg15182635,-0.514799133,0.00021907,0.035903932,10,NA,C10orf41;C10orf41,Body;Body,chr10:77155128-77169600,Island,NA,Unclassified_Cell_type_specific
cg17083982,0.404173535,0.000219166,0.035903932,12,NA,KIF5A,Body,chr12:57943662-57943926,S_Shelf,TRUE,
cg03070187,0.208248081,0.000219252,0.035903932,19,NA,TRIP10,TSS1500,chr19:6739883-6740158,N_Shore,NA,
cg18057887,0.39618975,0.00021928,0.035903932,11,NA,IGSF9B,Body,chr11:133800684-133800931,Island,NA,
cg13627451,-0.213607946,0.000219339,0.035903932,15,NA,TMOD2;TMOD2;LYSMD2,TSS200;TSS200;TSS200,chr15:52043422-52044447,Island,NA,Promoter_Associated_Cell_type_specific
cg13920768,-0.217001856,0.000219432,0.035904022,9,NA,PRDM12,3'UTR,chr9:133556516-133557645,Island,NA,
cg06905155,0.510232272,0.000219563,0.035907771,2,NA,,,,,NA,
cg26763727,-0.174002994,0.000219642,0.035907771,3,NA,,,chr3:2140029-2141784,Island,NA,Unclassified_Cell_type_specific
cg19977241,-0.292502639,0.000219745,0.035909503,2,NA,MOGS;MOGS,TSS200;TSS200,chr2:74691959-74692657,Island,NA,Promoter_Associated
cg04425632,-0.29085258,0.000220094,0.035951217,7,NA,DGKI,TSS200,chr7:137531125-137532382,Island,TRUE,Unclassified_Cell_type_specific
cg02575764,-0.640238963,0.000220371,0.035967744,12,NA,PPM1H,Body,,,TRUE,Unclassified_Cell_type_specific
cg26851608,-0.347961016,0.000220397,0.035967744,13,NA,DHRS12;DHRS12,TSS1500;TSS200,chr13:52377821-52378573,Island,NA,Promoter_Associated
cg24605325,-0.522806831,0.000220683,0.035967744,2,NA,,,chr2:128165848-128166198,S_Shelf,NA,Unclassified_Cell_type_specific
cg23260877,-0.526661047,0.000220691,0.035967744,5,NA,GFPT2,Body,chr5:179740710-179741121,S_Shore,NA,Unclassified
cg15165927,0.418183049,0.000220714,0.035967744,5,NA,NKD2,Body,,,NA,
cg04395498,0.464669101,0.000220839,0.035967744,7,NA,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,chr7:2019763-2020100,N_Shelf,NA,
cg10941424,-0.512401331,0.000220849,0.035967744,12,NA,,,,,TRUE,
cg18161327,0.770308865,0.000220981,0.035969111,13,NA,,,chr13:100620241-100624348,S_Shelf,NA,
cg00864183,-0.470830881,0.000221136,0.035969111,17,NA,DLX4,TSS1500,chr17:48045788-48047207,Island,NA,
cg27044455,-0.493269618,0.000221137,0.035969111,5,NA,,,,,TRUE,
cg07013326,-0.209459747,0.000221475,0.036004356,6,NA,BAG2,TSS200,chr6:57036954-57037731,Island,NA,Promoter_Associated
cg13740508,0.323797255,0.000221541,0.036004356,4,NA,C4orf22,Body,chr4:81307471-81307952,N_Shore,NA,
cg06388647,0.642185001,0.000221853,0.036030521,2,NA,,,,,NA,
cg22345428,0.358007715,0.000221889,0.036030521,11,NA,PRDM10;PRDM10;PRDM10;PRDM10,Body;Body;Body;Body,,,NA,
cg14159004,-0.401094654,0.000222257,0.03604673,9,NA,SOHLH1;SOHLH1,Body;Body,chr9:138591283-138591504,N_Shore,NA,
cg12932306,0.408715681,0.000222518,0.03604673,11,NA,AMOTL1,Body,,,TRUE,
cg21538684,0.295273745,0.000222527,0.03604673,6,NA,PHACTR1,Body,,,NA,
cg04865480,-0.235335423,0.000222528,0.03604673,2,NA,PDK1,1stExon,chr2:173420200-173421443,Island,NA,Promoter_Associated
cg11700985,0.290397707,0.000222538,0.03604673,10,NA,DYDC2,3'UTR,,,NA,
cg20646500,0.467457323,0.000222551,0.03604673,6,NA,UBR2,Body,chr6:42531984-42532292,S_Shelf,NA,
cg03267466,0.325785939,0.000222747,0.036063326,17,NA,MSI2,Body,,,NA,
cg23664174,0.59059991,0.000223184,0.036110915,4,NA,LNX1;LNX1,Body;Body,,,TRUE,Unclassified_Cell_type_specific
cg17976157,1.163459242,0.000223228,0.036110915,6,NA,GUSBL2,Body,,,NA,
cg18462141,0.387409131,0.000223493,0.036124512,11,NA,,,chr11:49872066-49872440,Island,NA,
cg11468319,0.394852368,0.0002235,0.036124512,4,NA,MAEA;MAEA,Body;Body,chr4:1309204-1309417,S_Shore,NA,Gene_Associated_Cell_type_specific
cg25377475,-0.186021642,0.00022378,0.036133187,1,NA,LYST,TSS1500,chr1:236029587-236030597,Island,NA,
cg04835925,0.227423002,0.000223788,0.036133187,5,NA,C5orf52,3'UTR,,,NA,
cg03691549,-0.352314861,0.000223862,0.036133187,12,NA,TENC1;TENC1;TENC1;TENC1,5'UTR;1stExon;5'UTR;Body,chr12:53440579-53440840,S_Shelf,NA,
cg09688494,-0.243673152,0.000223929,0.036133187,10,NA,DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C,TSS200;TSS200;TSS200;TSS200,chr10:14995680-14996431,Island,NA,Promoter_Associated
cg11555257,-0.284387126,0.000224147,0.036143275,8,NA,,,chr8:145909676-145912846,N_Shelf,NA,
cg03427636,0.307795827,0.000224194,0.036143275,11,NA,,,,,NA,
cg27629023,-0.220374185,0.000224273,0.036143275,11,NA,SLC3A2;SLC3A2;SLC3A2;SLC3A2;SLC3A2;SLC3A2,Body;1stExon;Body;Body;Body;Body,chr11:62648237-62649161,Island,NA,Promoter_Associated
cg10888281,0.397407575,0.00022461,0.036174534,2,NA,CEP68,Body,,,NA,
cg01076485,0.556737497,0.000224731,0.036174534,3,NA,,,,,NA,
cg14206898,-0.471399823,0.000224748,0.036174534,9,NA,PRKACG;PRKACG,3'UTR;1stExon,chr9:71628407-71628907,N_Shore,NA,
cg11341438,-0.53252882,0.000225032,0.036178925,22,NA,SERHL2,TSS1500,chr22:42949592-42950304,N_Shore,NA,Unclassified
cg18255353,0.521187673,0.00022523,0.036178925,4,NA,,,chr4:154712073-154712706,Island,TRUE,
cg00475955,-0.331611548,0.000225314,0.036178925,9,TRUE,C9orf114,1stExon,chr9:131591751-131592246,Island,NA,Promoter_Associated
cg01626569,-0.315886649,0.000225321,0.036178925,16,NA,LYRM1;DCUN1D3;LYRM1;LYRM1,TSS200;TSS1500;TSS200;5'UTR,chr16:20911566-20912616,Island,NA,Promoter_Associated
cg24769381,-1.472312342,0.000225401,0.036178925,11,NA,GAB2;GAB2;GAB2,Body;1stExon;5'UTR,,,NA,
cg08857063,-0.255032534,0.000225435,0.036178925,6,NA,TFAP2B,Body,chr6:50810642-50810994,N_Shore,NA,
cg07294774,0.596811787,0.000225438,0.036178925,14,TRUE,DIO2;DIO2;DIO2,TSS1500;TSS200;TSS200,,,NA,
cg22461434,0.54000142,0.000225647,0.036178925,19,NA,,,chr19:41640631-41640836,Island,NA,
cg24456663,-0.224298483,0.000225659,0.036178925,19,NA,CYP4F22,TSS200,chr19:15619223-15619613,Island,NA,Unclassified_Cell_type_specific
ch.7.122671817R,-0.678364104,0.000225761,0.036178925,7,NA,,,,,NA,
cg04005969,-0.345336393,0.000225809,0.036178925,19,NA,SHANK1,Body,chr19:51169659-51172023,Island,NA,Unclassified_Cell_type_specific
cg17461271,0.762749038,0.000226119,0.036212061,1,NA,,,,,NA,
cg02765363,0.294881971,0.000226261,0.036212061,17,NA,,,chr17:80200604-80200876,Island,TRUE,
cg04185041,0.3606683,0.000226334,0.036212061,16,NA,FAM65A,5'UTR,chr16:67562575-67563390,S_Shore,NA,Promoter_Associated
cg10493270,0.461437532,0.000226527,0.036212061,11,NA,ARHGEF12,Body,,,TRUE,
cg24534742,-0.232505959,0.000226628,0.036212061,13,NA,TNFSF11;TNFSF11,Body;5'UTR,chr13:43148277-43149282,Island,TRUE,Unclassified
cg12062067,0.289366931,0.000226726,0.036212061,1,NA,GON4L;GON4L,Body;Body,,,NA,
cg09414948,-0.453262939,0.000226771,0.036212061,1,NA,,,chr1:16494061-16494505,N_Shelf,NA,Unclassified_Cell_type_specific
cg09923671,-0.296443119,0.000226858,0.036212061,20,TRUE,GATA5,Body,chr20:61041273-61041723,Island,NA,Unclassified_Cell_type_specific
cg02291245,-0.299270369,0.000226942,0.036212061,10,NA,RAB11FIP2,Body,,,TRUE,
cg23709476,-0.234177609,0.00022699,0.036212061,15,NA,,,chr15:53086629-53086858,S_Shore,NA,
cg12921411,0.374753705,0.000227132,0.036212061,5,NA,SYNPO;SYNPO,Body;Body,chr5:150004670-150004984,Island,NA,Unclassified
cg01869186,-0.28279491,0.000227296,0.036212061,7,NA,EPHB4,Body,chr7:100424424-100425626,N_Shore,NA,Unclassified
cg10678266,0.61455907,0.000227512,0.036212061,7,NA,MPP6,5'UTR,,,NA,
cg06787104,-0.218348403,0.000227556,0.036212061,11,NA,BRSK2,Body,,,TRUE,Unclassified_Cell_type_specific
cg10670869,0.219168758,0.000227607,0.036212061,11,NA,,,,,NA,
cg00994644,0.252850665,0.000227631,0.036212061,19,NA,TSKS,TSS1500,chr19:50269632-50270505,N_Shelf,NA,
cg05218311,-0.19539838,0.000227776,0.036212061,11,NA,ODZ4,TSS200,chr11:79148358-79152200,Island,NA,
cg25289845,0.47343982,0.000227855,0.036212061,4,NA,,,,,NA,
cg00992398,-0.276203197,0.000227913,0.036212061,1,NA,,,,,NA,Unclassified
cg26948596,0.253948752,0.000227937,0.036212061,14,NA,RIN3,Body,,,TRUE,
cg22347696,0.33809246,0.000228068,0.036212061,17,NA,MGAT5B;MGAT5B,3'UTR;3'UTR,chr17:74944745-74944971,Island,NA,
cg08216808,0.436265416,0.000228109,0.036212061,2,TRUE,ARPC2;ARPC2,TSS1500;TSS1500,chr2:219081653-219082032,N_Shore,NA,
cg04843051,0.315986427,0.000228178,0.036212061,6,NA,,,,,TRUE,
ch.1.212120986F,-0.650456152,0.000228306,0.036214358,1,NA,,,,,NA,
cg11240439,-0.290912282,0.000228525,0.036214358,6,NA,RAB23;RAB23,TSS1500;TSS200,chr6:57086396-57087311,Island,NA,Promoter_Associated
cg09008417,-0.294294322,0.000228528,0.036214358,3,NA,CCDC13,TSS200,chr3:42814567-42814893,Island,TRUE,Unclassified
cg02941135,0.554291268,0.000228587,0.036214358,4,NA,PRDM8;PRDM8,Body;Body,chr4:81123508-81124318,N_Shore,NA,
cg21487950,0.468004836,0.000228725,0.036214358,14,NA,TSHR;TSHR;TSHR,TSS200;TSS200;TSS200,chr14:81421294-81421561,S_Shore,TRUE,Unclassified
cg25587535,-0.254806646,0.000228757,0.036214358,5,NA,HAND1,TSS200,chr5:153857038-153859113,Island,NA,Promoter_Associated_Cell_type_specific
cg09066883,0.373109456,0.000228879,0.036218883,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,,NA,
cg19557340,-0.302179872,0.000229183,0.036238385,13,NA,NBEA,TSS200,,,NA,Promoter_Associated
cg01938025,0.455820984,0.000229265,0.036238385,1,NA,SKI,Body,chr1:2232310-2232617,N_Shelf,NA,
cg07026904,-0.529566496,0.000229285,0.036238385,11,NA,,,chr11:114831755-114832054,S_Shore,NA,
cg25826463,-0.455583383,0.000229487,0.036252892,19,NA,NFIC;NFIC,Body;Body,chr19:3369477-3369913,Island,NA,
cg00379528,0.230330944,0.000229565,0.036252892,12,NA,,,chr12:125347784-125348688,S_Shelf,NA,Unclassified_Cell_type_specific
cg20669414,-0.610758825,0.000229873,0.036286605,17,NA,STARD3;STARD3;STARD3,5'UTR;5'UTR;5'UTR,,,TRUE,
cg17402907,-0.676130542,0.000230441,0.03636148,11,NA,KCNQ1;KCNQ1OT1;KCNQ1,Body;Body;Body,,,NA,
cg26997880,-0.413598195,0.000230586,0.036369412,6,NA,TNXB,Body,chr6:32055067-32055601,Island,TRUE,Unclassified
cg15613761,0.445370808,0.000230688,0.036370609,19,NA,MYPOP,Body,chr19:46404537-46406545,Island,NA,
cg13678112,-0.330510713,0.000231235,0.036436946,14,NA,ZC3H14;ZC3H14;ZC3H14;ZC3H14;ZC3H14,TSS200;Body;Body;Body;Body,chr14:89029178-89029938,Island,NA,Promoter_Associated
cg03191565,0.515491795,0.000231298,0.036436946,19,NA,KPTN,1stExon,chr19:47987329-47987622,Island,NA,Promoter_Associated
cg13001142,0.721549653,0.000231416,0.036440648,6,NA,STXBP5;STXBP5,Body;Body,chr6:147525374-147525848,S_Shelf,NA,Unclassified_Cell_type_specific
cg24845675,0.465525013,0.000231687,0.036468404,1,NA,TP73;TP73;TP73;TP73,3'UTR;3'UTR;3'UTR;3'UTR,chr1:3649294-3649674,S_Shore,TRUE,
cg11710851,-0.478539695,0.000231898,0.036486661,12,NA,,,,,NA,Unclassified
cg20302069,-0.403088767,0.000232189,0.036517502,2,NA,AGAP1;AGAP1,Body;Body,,,NA,
cg06759890,0.291389122,0.00023241,0.036537393,5,TRUE,LHFPL2,5'UTR,chr5:77805753-77806313,S_Shore,TRUE,Unclassified_Cell_type_specific
cg17526301,-0.62394632,0.000232576,0.036546354,20,NA,,,,,NA,Unclassified_Cell_type_specific
cg08835915,0.521853683,0.000232657,0.036546354,19,NA,ZSCAN5B,3'UTR,,,NA,
cg04106389,0.308458127,0.000233441,0.036654605,17,NA,DLG4;DLG4,Body;Body,chr17:7117596-7118085,N_Shore,NA,Promoter_Associated
cg13173369,0.24710655,0.000234009,0.036712748,1,NA,,,,,TRUE,
cg16988008,-0.161308546,0.000234078,0.036712748,11,NA,EXPH5,Body,chr11:108463598-108464103,Island,NA,Promoter_Associated
cg23542902,0.443700875,0.000234169,0.036712748,3,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg18942631,-0.350764149,0.000234192,0.036712748,1,TRUE,CASQ2;CASQ2,5'UTR;1stExon,,,NA,
cg05308317,-0.537439153,0.000234415,0.036732721,14,NA,,,chr14:102053868-102054163,Island,NA,
cg18235662,0.571339957,0.000234885,0.036763382,6,NA,,,,,TRUE,
cg23401624,-0.381169234,0.000234905,0.036763382,19,NA,DNMT1;DNMT1,TSS200;TSS200,chr19:10304966-10305864,Island,NA,Promoter_Associated
