ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg14758218,-0.414603753,0.00116607,0.029610131,11,NA,NEAT1,Body,chr11:65189463-65190295,S_Shelf,NA,
cg14760020,-0.328557235,0.00029077,0.01695254,3,NA,,,,,TRUE,Unclassified
cg14760176,-0.26585164,0.002193561,0.039356332,2,NA,,,,,TRUE,
cg14761175,0.125516844,0.001812468,0.035984558,22,NA,,,chr22:17897854-17898287,Island,NA,
cg14761876,-0.374755667,0.001647901,0.034468544,11,NA,ATPGD1;ATPGD1,TSS1500;TSS1500,chr11:67182965-67183393,N_Shore,NA,Unclassified_Cell_type_specific
cg14763096,-0.380968213,0.002378013,0.040736775,10,NA,PLCE1;PLCE1,Body;Body,,,TRUE,
cg14764661,-0.392806574,0.000520394,0.021239398,17,TRUE,MRC2,TSS1500,chr17:60704542-60705943,N_Shore,NA,Promoter_Associated
cg14769207,-0.272261557,0.000632585,0.022904333,21,NA,SIM2;SIM2,TSS200;TSS200,chr21:38068193-38073891,Island,NA,
cg14769589,-0.308758936,4.78E-05,0.009212589,17,NA,,,chr17:47957926-47958147,N_Shore,TRUE,Unclassified
cg14772884,0.461135612,3.73E-05,0.008554866,5,NA,N4BP3,Body,,,TRUE,
cg14772955,0.291017746,0.000342311,0.018019216,1,TRUE,KIAA0319L;NCDN;NCDN;NCDN,TSS1500;Body;5'UTR;Body,chr1:36022680-36023834,S_Shore,NA,Promoter_Associated
cg14776578,0.498377506,0.001761128,0.035509449,10,NA,KIF5B,TSS1500,chr10:32344550-32345570,S_Shore,NA,Promoter_Associated
cg14776962,-0.496700669,0.000395588,0.0190578,6,TRUE,HIST1H2BH;HIST1H3F,1stExon;TSS1500,chr6:26251898-26252233,Island,NA,Promoter_Associated
cg14777341,-0.39282339,0.002173813,0.039137244,17,NA,,,,,TRUE,Promoter_Associated
cg14777509,0.555521658,0.000260053,0.016455304,3,NA,DUSP7,Body,,,NA,
cg14777817,-0.243099971,0.000190449,0.014706743,13,NA,NDFIP2;NDFIP2,1stExon;1stExon,chr13:80055066-80055713,Island,NA,Promoter_Associated
cg14778173,0.204531634,0.001937794,0.037096711,1,NA,PRKCZ;PRKCZ;PRKCZ,Body;Body;Body,,,NA,
cg14778576,0.404136208,0.000580483,0.022120855,3,NA,PPM1L,Body,chr3:160472310-160474487,S_Shelf,NA,
cg14779825,-0.189008714,0.001964506,0.037323599,19,NA,CEACAM8,TSS1500,,,NA,Unclassified
cg14780070,0.312850135,0.001155876,0.029475442,1,NA,ARHGEF10L;ARHGEF10L,Body;Body,chr1:17949452-17949670,S_Shore,TRUE,
cg14780416,-0.227725781,0.000465497,0.020343566,7,NA,MIR196B,TSS200,chr7:27208871-27209616,Island,NA,Unclassified_Cell_type_specific
cg14781443,0.16857516,0.003172903,0.046528515,15,NA,,,,,NA,
cg14784242,0.376747297,0.00250627,0.041656972,6,NA,NRSN1,TSS1500,chr6:24126309-24126512,N_Shore,TRUE,
cg14784343,0.286372434,0.000903466,0.026435551,11,NA,,,chr11:1293162-1294071,Island,NA,
cg14784820,0.343999784,0.000981065,0.027447972,2,NA,DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,chr2:71787430-71787897,S_Shelf,NA,
cg14787477,-0.241494345,0.001211406,0.030098636,17,NA,NAGLU,TSS1500,chr17:40688033-40688745,N_Shore,NA,
cg14789645,0.363308437,1.01E-05,0.006043545,13,NA,FARP1;FARP1,TSS1500;TSS1500,chr13:98794398-98796241,N_Shore,NA,
cg14792912,0.235133935,0.001441882,0.0323632,3,NA,GRM2;GRM2,5'UTR;5'UTR,chr3:51740740-51741413,S_Shore,NA,
cg14795119,-0.17356553,0.003489268,0.048725989,15,NA,MGA;MGA,TSS200;TSS200,chr15:41952535-41953222,N_Shore,NA,Promoter_Associated
cg14795968,-0.287821173,0.000130613,0.012966244,2,TRUE,ACADL,Body,chr2:211089413-211090176,Island,NA,
cg14796474,0.27185495,0.000636289,0.022975711,22,NA,POM121L9P,TSS200,chr22:24647367-24647600,Island,NA,
cg14797467,-0.46422753,0.000336487,0.017927468,1,NA,,,,,TRUE,
cg14797899,0.479557788,0.00019097,0.014709892,7,NA,AUTS2;AUTS2,Body;Body,,,TRUE,
cg14801669,0.503709137,0.000614621,0.022637044,20,NA,,,chr20:61973861-61974297,Island,NA,
cg14802400,0.235890167,0.000650579,0.023145144,12,NA,TXNRD1,TSS1500,chr12:104609397-104610172,N_Shore,NA,Promoter_Associated
cg14806627,-0.471939048,0.002878818,0.044508039,7,NA,ZNF713,TSS200,,,NA,
cg14806867,-0.165360411,0.00276312,0.043615926,13,NA,DNAJC3,TSS200,chr13:96328868-96329946,Island,NA,Promoter_Associated
cg14813579,0.474065455,1.44E-05,0.006580034,19,NA,SPPL2B;SPPL2B;SPPL2B;SPPL2B;LSM7,5'UTR;1stExon;1stExon;5'UTR;TSS200,chr19:2328364-2329089,Island,NA,Promoter_Associated
cg14816421,-0.385542216,0.003159718,0.046449502,6,NA,,,,,TRUE,
cg14818248,0.579510821,0.001295807,0.031007754,19,NA,,,chr19:4785250-4785490,Island,NA,
cg14818960,0.411613385,5.25E-05,0.009498528,11,NA,FOLR1;FOLR1;FOLR1;FOLR1,5'UTR;5'UTR;5'UTR;TSS200,,,NA,
cg14819229,0.383177453,0.001857445,0.036356172,15,NA,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,Body;Body;Body;Body;Body;Body,chr15:93595240-93595691,Island,NA,
cg14819891,-0.327594479,0.000139617,0.013201552,5,NA,SLIT3,Body,,,TRUE,
cg14819942,0.232575151,0.000233001,0.015794234,15,NA,,,chr15:35414082-35414314,Island,NA,
cg14823851,-0.325517755,0.000869391,0.026020428,17,NA,TBX4,TSS1500,chr17:59531723-59535254,Island,NA,Unclassified_Cell_type_specific
cg14823935,0.362344935,0.002889333,0.044555887,1,NA,KCNH1;KCNH1,TSS1500;TSS1500,chr1:211306667-211307675,S_Shore,NA,Unclassified_Cell_type_specific
cg14825729,-0.139860491,0.002112956,0.038609505,4,NA,TTC29;TTC29,5'UTR;1stExon,chr4:147866829-147867159,Island,TRUE,Unclassified
cg14827083,0.2016125,0.001585576,0.033819255,6,NA,,,,,NA,
cg14827807,-0.334192388,0.000814917,0.025329474,1,NA,LASS2;LASS2,5'UTR;5'UTR,chr1:150946496-150947950,N_Shelf,TRUE,
cg14829090,-0.2663482,0.003016518,0.045486344,4,NA,,,chr4:174437914-174438346,N_Shelf,NA,
cg14829516,0.288024131,0.000529914,0.021391468,17,NA,THRA;NR1D1,Body;Body,chr17:38249260-38249603,Island,NA,
cg14830740,0.329148178,0.000331875,0.017864654,12,NA,IQSEC3;IQSEC3,Body;Body,,,NA,
cg14831380,-0.239379394,0.002403124,0.040908964,8,NA,,,chr8:144510850-144513957,N_Shore,TRUE,
cg14832998,-0.352409794,0.001197493,0.029940281,7,NA,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,,,TRUE,
cg14834653,-0.356927969,0.001715086,0.035104246,10,NA,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,TSS200;5'UTR;5'UTR;TSS1500;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR,chr10:123356616-123358285,N_Shelf,NA,
cg14835981,0.192246066,0.003380643,0.048015452,7,NA,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,TSS200;5'UTR;5'UTR;TSS1500;1stExon;5'UTR;5'UTR,chr7:750788-751237,S_Shore,NA,
cg14837165,-0.222337452,0.003548916,0.049068135,15,TRUE,CHST14,1stExon,chr15:40763162-40764196,Island,NA,Promoter_Associated
cg14837598,0.331838123,0.000565765,0.021892458,8,NA,EPB49;EPB49;EPB49;EPB49;EPB49;EPB49,TSS200;5'UTR;5'UTR;5'UTR;TSS200;5'UTR,chr8:21914275-21914525,S_Shelf,NA,Unclassified_Cell_type_specific
cg14837974,-0.385177428,0.000856511,0.025879348,14,NA,OR6S1,TSS1500,,,NA,
cg14838070,0.26190397,0.000148271,0.01346569,5,NA,SYNPO;SYNPO;SYNPO;SYNPO,3'UTR;3'UTR;Body;3'UTR,chr5:150028945-150029457,S_Shore,TRUE,
cg14838433,-0.142093985,0.001583152,0.033789908,1,NA,TMEM61,TSS200,chr1:55446087-55446846,Island,TRUE,
cg14841350,0.354388481,0.001567655,0.03359954,3,NA,IGSF11;IGSF11,Body;Body,chr3:118753092-118753961,N_Shelf,NA,
cg14843129,-0.259031325,0.002632578,0.0426691,5,NA,IQGAP2,Body,,,TRUE,
cg14843888,0.2984505,0.002540598,0.041948914,3,NA,CACNA1D;CACNA1D;CACNA1D,Body;Body;Body,chr3:53527927-53530106,S_Shore,NA,Unclassified_Cell_type_specific
cg14844466,0.509725976,4.18E-05,0.008845892,14,NA,CNIH,TSS1500,chr14:54907596-54908237,S_Shore,NA,Promoter_Associated
cg14844989,-0.544544774,0.000745646,0.024502694,11,NA,,,,,NA,Promoter_Associated
cg14845020,-0.416768961,0.002336485,0.040346791,20,NA,BMP7,Body,,,TRUE,
cg14845962,-0.448913135,0.0009142,0.026564187,12,NA,AGAP2;LOC100130776;AGAP2,3'UTR;Body;3'UTR,chr12:58119909-58121551,Island,NA,Unclassified
cg14847009,-0.213043282,0.003431689,0.048375073,1,NA,KIAA0040;KIAA0040;KIAA0040;KIAA0040,TSS1500;TSS1500;TSS1500;TSS1500,chr1:175161900-175162364,S_Shore,NA,
cg14847658,0.212744332,0.001342943,0.031462982,15,NA,,,chr15:33486847-33487290,S_Shelf,NA,
cg14848284,-0.582059313,0.000206297,0.015045774,2,NA,EMX1,TSS1500,chr2:73143055-73148260,Island,NA,Unclassified
cg14848685,0.406840025,0.000134702,0.013045141,6,NA,KIAA1244,Body,chr6:138612989-138613218,Island,NA,
cg14848783,0.556532431,0.001719172,0.035142834,11,NA,FAT3,Body,chr11:92599941-92600345,Island,NA,
cg14851325,0.207464041,0.001778094,0.035679745,6,NA,PBX2,Body,,,NA,
cg14851544,0.437794161,4.83E-05,0.009240144,14,NA,DYNC1H1,Body,,,NA,
cg14851608,-0.349195768,0.002408311,0.040943241,1,NA,ZBTB40;ZBTB40,TSS1500;TSS1500,chr1:22778236-22778817,N_Shore,NA,
cg14851770,-0.197987779,0.000678274,0.02354874,14,NA,PPIL5;PPIL5,Body;Body,chr14:50065184-50066027,Island,NA,Promoter_Associated
cg14852384,-0.281302452,0.001785804,0.035768214,1,NA,ACTA1,TSS200,chr1:229567206-229570684,Island,NA,
cg14853341,0.362199818,0.000871727,0.026040123,1,NA,KCNK1,Body,,,NA,
cg14853974,-0.214551509,0.00142159,0.032198599,17,NA,ARHGEF15,Body,,,TRUE,
cg14855679,-0.418367492,0.00308926,0.045958803,4,NA,,,,,TRUE,
cg14856698,-0.231133585,0.000378382,0.018707956,1,NA,C1orf86,5'UTR,chr1:2136808-2137351,N_Shore,NA,
cg14861221,0.437291762,2.03E-05,0.007305617,3,NA,SLMAP,TSS200,chr3:57741925-57742990,S_Shore,NA,
cg14862787,-0.328601335,0.002108206,0.038571742,7,NA,CREB5;CREB5;CREB5,5'UTR;5'UTR;Body,,,NA,
cg14866866,0.407298467,0.000773129,0.024734922,16,NA,MTSS1L,Body,chr16:70697574-70698363,Island,NA,
cg14867639,0.169320486,0.001743623,0.035374975,12,NA,,,chr12:100593253-100593814,N_Shelf,NA,
cg14868222,0.251573167,6.86E-05,0.010420408,6,NA,LTB;LTB,3'UTR;3'UTR,chr6:31548436-31549277,N_Shore,NA,Promoter_Associated
cg14868747,-0.314231488,0.001190689,0.02988952,11,NA,ALX4,TSS1500,chr11:44332314-44332757,N_Shore,TRUE,
cg14869949,-0.407573735,0.001194144,0.02990787,6,NA,BVES;BVES,3'UTR;3'UTR,,,NA,
cg14871932,-0.330110983,0.001147314,0.02937336,7,NA,GCK;GCK;GCK,Body;Body;Body,chr7:44184770-44185695,Island,NA,Unclassified
cg14879241,0.317573954,0.000755493,0.024597045,12,NA,,,,,TRUE,Unclassified
cg14879645,0.291777024,2.86E-06,0.004517314,22,NA,,,,,NA,
cg14881179,-0.162140281,0.000331259,0.017841298,20,NA,JAG1,TSS200,chr20:10652573-10655611,Island,NA,Unclassified
cg14881393,0.266027344,0.001025065,0.027982524,10,NA,,,,,TRUE,
cg14882636,0.305830537,0.001181736,0.02977704,19,NA,TTC9B,3'UTR,chr19:40723104-40724389,N_Shore,NA,Unclassified
cg14883070,0.283547926,0.002639803,0.042746127,18,NA,SPIRE1;SPIRE1;SPIRE1,5'UTR;Body;Body,,,TRUE,
cg14885748,-0.28542901,0.00032721,0.0177803,12,NA,,,chr12:127210778-127211651,Island,TRUE,
cg14885762,0.31473521,0.002965456,0.045113877,17,NA,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,TSS200;Body;Body;Body;Body;Body,chr17:75447477-75447821,N_Shore,NA,
cg14887099,-0.420913542,0.0003961,0.019075522,13,NA,,,,,TRUE,
cg14888908,-0.267520123,0.000284595,0.016861306,17,NA,DHRS7C,TSS200,,,NA,
cg14889653,0.357652843,0.001431274,0.032289018,11,NA,TOLLIP,3'UTR,chr11:1298009-1298476,N_Shore,NA,Gene_Associated_Cell_type_specific
cg14892281,-0.231294551,3.21E-06,0.004517314,11,NA,TTC12,TSS200,chr11:113185332-113185663,N_Shore,NA,Promoter_Associated
cg14893576,-0.499861851,0.000457842,0.020203522,2,NA,,,chr2:23607729-23610124,N_Shelf,NA,
cg14893932,-0.314079683,0.002259062,0.039776499,15,NA,DIS3L;DIS3L,TSS1500;TSS1500,chr15:66585767-66586494,N_Shore,NA,Unclassified_Cell_type_specific
cg14894144,-0.279125848,2.13E-05,0.007375349,18,TRUE,LAMA3;LAMA3,Body;Body,chr18:21269269-21270349,S_Shore,NA,
cg14894369,0.169467944,0.002177969,0.039175406,12,NA,DIABLO;DIABLO;DIABLO;DIABLO,Body;Body;Body;Body,chr12:122710054-122711371,N_Shore,NA,
cg14897263,-0.339035878,2.89E-05,0.007893451,8,NA,UBR5,Body,chr8:103424045-103425154,N_Shelf,NA,
cg14897833,-0.312493274,0.001100016,0.028887502,14,NA,NID2,Body,chr14:52534581-52536722,Island,NA,Unclassified_Cell_type_specific
cg14899164,0.506565191,0.000698554,0.023798903,7,NA,KIAA0415,Body,chr7:4823506-4824097,Island,NA,Unclassified_Cell_type_specific
cg14904586,0.174687991,0.002071393,0.038257641,10,NA,CALHM3,1stExon,,,NA,
cg14905320,-0.394994599,0.000292469,0.01698884,4,NA,FRAS1;FRAS1,Body;Body,,,TRUE,
cg14905657,0.264956371,0.001074242,0.028574942,12,NA,LMO3;LMO3,5'UTR;TSS1500,,,NA,
cg14909902,-0.117404971,0.003657465,0.049795592,4,NA,SLC2A9;SLC2A9,Body;Body,,,TRUE,
cg14911223,0.170769083,0.000685868,0.023639665,21,NA,IFNAR1,Body,chr21:34696532-34697750,S_Shelf,NA,
cg14911892,0.313522195,0.000989165,0.027566956,1,NA,TAS1R3,Body,chr1:1267085-1267286,S_Shore,NA,
cg14914238,0.34573687,0.000648378,0.023144433,15,NA,HOMER2;HOMER2;HOMER2;HOMER2,Body;Body;Body;Body,chr15:83620950-83621727,N_Shore,NA,
cg14914422,-0.221619061,2.50E-05,0.007472271,1,NA,,,chr1:46954793-46957121,S_Shore,TRUE,
cg14915878,0.174757228,0.003450673,0.048490808,20,NA,MATN4;MATN4;RBPJL;MATN4,5'UTR;5'UTR;TSS200;5'UTR,chr20:43935199-43935633,Island,NA,Unclassified
cg14919554,-0.355639292,0.002420013,0.041025335,5,NA,,,chr5:43017968-43018668,Island,NA,Promoter_Associated
cg14920061,-0.198189685,0.000273786,0.016633835,8,NA,,,,,TRUE,
cg14921522,-0.294096738,3.89E-05,0.00874059,3,NA,P2RY1,1stExon,chr3:152552602-152553712,S_Shore,NA,
cg14923398,0.843074329,3.54E-06,0.004535319,2,NA,,,,,NA,
cg14925260,-0.16226805,0.001464659,0.032563075,13,NA,ITM2B,TSS200,chr13:48806982-48807948,Island,NA,Promoter_Associated_Cell_type_specific
cg14927126,-0.502416426,0.002209516,0.039448606,11,NA,SIK3,Body,,,TRUE,
cg14933439,-0.17258887,0.002695451,0.043114375,16,NA,C16orf78,TSS200,,,NA,
cg14936938,-0.336103796,0.001432416,0.032293336,8,NA,,,,,TRUE,
cg14938431,-0.409435632,0.000575314,0.022049079,14,NA,FLJ44817,Body,chr14:69950459-69951916,Island,NA,
cg14938677,0.282255852,0.000166928,0.014119476,7,NA,ARF5,3'UTR,chr7:127227758-127229039,S_Shelf,NA,
cg14940405,-0.219699325,0.001398441,0.032009731,8,NA,,,chr8:142318353-142319155,Island,NA,
cg14944696,-0.392648944,0.001662382,0.034590469,3,NA,,,,,TRUE,
cg14945790,0.391239913,0.000498431,0.020831845,13,NA,,,,,NA,
cg14951139,-0.212507288,0.002648191,0.04280878,18,NA,,,chr18:44777632-44778084,S_Shelf,NA,
cg14951292,0.335725429,0.000670251,0.023464201,16,TRUE,HMOX2;HMOX2;HMOX2;NMRAL1,TSS1500;TSS1500;5'UTR;TSS1500,chr16:4526295-4526927,N_Shore,NA,Promoter_Associated
cg14951598,-0.231718415,9.85E-05,0.011674019,6,NA,,,chr6:41472816-41473291,Island,NA,
cg14953590,-0.259482263,8.55E-05,0.01115993,6,NA,VGLL2;VGLL2,TSS200;TSS200,chr6:117586482-117587156,Island,NA,
cg14954375,-0.250856784,0.00033766,0.017954874,17,NA,,,chr17:29335397-29336452,N_Shelf,NA,
cg14955259,0.174683883,0.003624969,0.049589942,10,NA,LOC283050;LOC283050;LOC283050,Body;Body;Body,,,TRUE,
cg14957186,0.233342247,0.000199347,0.014927427,10,NA,UNC5B,Body,chr10:72977123-72977774,Island,NA,
cg14959908,-0.240561504,3.65E-05,0.008527268,20,NA,EBF4,Body,chr20:2732746-2733630,S_Shelf,NA,Unclassified
cg14960445,-0.246019646,0.003127389,0.046240772,5,NA,,,chr5:122971758-122972008,S_Shore,NA,
cg14962049,0.334097435,0.003383481,0.04801923,5,NA,PRELID2;PRELID2;PRELID2,Body;Body;Body,,,TRUE,
cg14963406,-0.18109127,0.001110976,0.028975966,8,NA,C8orf51;RHPN1,Body;TSS1500,chr8:144450376-144451557,N_Shore,NA,Unclassified_Cell_type_specific
cg14965979,-0.226608191,0.001803754,0.035910786,2,NA,PREPL;PREPL;C2orf34;PREPL;PREPL;PREPL;PREPL;PREPL,TSS1500;1stExon;TSS200;5'UTR;5'UTR;1stExon;TSS1500;TSS1500,chr2:44588954-44589358,Island,NA,Promoter_Associated
cg14971823,-0.211214448,0.000621156,0.022720026,17,NA,MYO15B,Body,chr17:73583838-73586337,Island,NA,Promoter_Associated
cg14972210,0.400336328,0.000795311,0.025028234,10,NA,,,,,NA,
cg14972576,-0.45256595,0.002479502,0.041450901,5,NA,,,,,TRUE,
cg14975347,-0.334590474,0.003055818,0.045743493,8,NA,,,,,TRUE,
cg14976646,-0.317054319,0.000159592,0.0138245,18,NA,CIDEA;CIDEA,TSS1500;TSS1500,chr18:12254147-12255089,N_Shore,NA,
cg14976741,-0.242952391,8.55E-05,0.01115993,12,NA,GALNT8,Body,,,TRUE,
cg14977066,0.4694412,0.002019932,0.037873718,1,NA,,,chr1:50884228-50891471,Island,NA,
cg14978994,-0.287542871,0.000296924,0.017058243,1,NA,,,chr1:1976123-1976628,S_Shore,NA,Unclassified
cg14980234,-0.348385378,0.000314222,0.017487958,5,NA,,,chr5:87985470-87985810,S_Shore,NA,
cg14984434,0.339025117,0.002206926,0.039423587,10,NA,DNAJB12;DNAJB12,TSS1500;TSS1500,chr10:74113815-74114792,S_Shore,NA,Promoter_Associated
cg14985987,-0.183244723,0.001180654,0.029768985,1,NA,TAF1A;TAF1A,TSS1500;TSS1500,chr1:222763021-222763270,S_Shore,NA,Promoter_Associated
cg14988869,-0.191115227,0.000638622,0.023016819,5,NA,GMCL1L,TSS1500,chr5:177614102-177614460,S_Shore,NA,
cg14989351,-0.31788031,0.003419107,0.048304379,14,NA,,,,,NA,
cg14989815,-0.229955753,0.002787731,0.043791738,1,NA,,,,,TRUE,Unclassified
cg14989988,0.321920583,0.000609757,0.022542407,7,NA,ATXN7L1;ATXN7L1,Body;TSS1500,,,TRUE,
cg14992035,0.562934388,0.000477602,0.020486028,2,NA,,,,,NA,
cg14994258,0.593723667,3.31E-06,0.004517314,2,NA,PXDN,Body,,,NA,
cg14994521,-0.489293566,8.24E-05,0.011021545,4,NA,,,,,NA,
cg14997510,-0.364283385,0.001867763,0.036458587,12,NA,HIP1R,Body,chr12:123319750-123321043,S_Shore,NA,
cg14997582,0.304656064,0.000158027,0.01380327,2,NA,OSGEPL1,3'UTR,,,NA,
cg15001016,0.357010019,0.001874772,0.036498712,5,NA,,,,,TRUE,
cg15001381,-0.228359327,0.000689683,0.023688031,16,TRUE,AXIN1;AXIN1,TSS1500;TSS1500,,,NA,Promoter_Associated
cg15002761,0.426596156,0.000467833,0.020388629,11,NA,IGSF9B,Body,,,NA,
cg15006118,0.416925243,0.001687969,0.034833071,11,NA,ODZ4,Body,chr11:78387189-78387424,Island,NA,
cg15006396,-0.418238575,0.00141426,0.032140276,3,TRUE,FAM55C;NFKBIZ;NFKBIZ;FAM55C,3'UTR;5'UTR;1stExon;3'UTR,,,NA,Promoter_Associated
cg15008124,0.351506953,0.003222951,0.046850188,12,NA,RBM19;RBM19;RBM19,Body;Body;Body,,,TRUE,
cg15010006,0.219600105,0.001935403,0.037083046,6,NA,STK19;DOM3Z,TSS1500;Body,chr6:31939730-31940559,N_Shore,NA,
cg15010544,0.245408072,0.001680122,0.034779377,3,NA,TNK2;TNK2,Body;Body,chr3:195613588-195613966,Island,TRUE,
cg15011721,-0.203497305,0.003164467,0.046488401,7,NA,GBAS,Body,chr7:56032046-56032903,Island,NA,Promoter_Associated
cg15012214,0.410521347,1.49E-06,0.004028116,3,NA,ARHGEF3;ARHGEF3;ARHGEF3,Body;Body;TSS1500,,,NA,
cg15014006,0.209711645,0.00045313,0.020123131,2,NA,,,chr2:10572391-10572752,S_Shore,TRUE,Unclassified_Cell_type_specific
cg15015416,0.237724939,0.000327557,0.0177803,10,NA,FRMPD2;FRMPD2;FRMPD2L1;FRMPD2;FRMPD2;FRMPD2;FRMPD2L1,Body;Body;Body;Body;Body;Body;Body,,,NA,
cg15015757,-0.568026595,0.000204819,0.014999054,5,NA,LOC153684,Body,chr5:43042107-43043477,Island,TRUE,Promoter_Associated
cg15017496,0.173972755,0.003672431,0.049901201,11,NA,ARHGEF17,Body,chr11:73053648-73054302,S_Shelf,NA,
cg15020964,0.352547853,0.000412214,0.019401304,12,NA,NELL2,TSS1500,,,NA,
cg15021292,0.391822686,1.30E-05,0.006397381,5,TRUE,PIK3R1,TSS1500,,,TRUE,
cg15022173,-0.255208191,0.002386893,0.040773978,10,NA,,,,,TRUE,
cg15025640,0.235340688,0.000138185,0.013130529,3,NA,TMEM43,3'UTR,,,NA,Promoter_Associated_Cell_type_specific
cg15026998,-0.311456135,6.42E-05,0.010190269,2,NA,LY75,TSS1500,chr2:160760604-160761452,S_Shore,NA,Promoter_Associated
cg15028232,0.447820206,0.000724068,0.024168056,1,NA,,,,,NA,
cg15028507,0.315807311,0.002485434,0.041481845,7,NA,C7orf50;C7orf50;C7orf50,Body;Body;Body,chr7:1119980-1120248,S_Shore,NA,
cg15028548,0.358104906,0.001008696,0.027775656,3,NA,ABI3BP;ABI3BP,5'UTR;1stExon,,,NA,
cg15029032,0.266015111,0.000135142,0.013054328,15,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg15037583,0.22289686,0.003516474,0.048855497,11,NA,MACROD1,Body,chr11:63766058-63768666,Island,NA,
cg15039414,-0.270979915,0.001568658,0.033607656,2,NA,ZFP36L2;LOC100129726,TSS1500;Body,chr2:43451445-43454951,Island,NA,Promoter_Associated
cg15042142,0.435259292,0.000383785,0.018801232,15,NA,LRRK1,Body,,,TRUE,
cg15043642,-0.430341996,1.71E-06,0.004100881,5,NA,ARAP3,TSS200,,,NA,Unclassified
cg15045356,-0.279729044,0.001585702,0.033819255,11,NA,USP47,Body,,,TRUE,
cg15045771,0.232909203,5.80E-05,0.009814028,6,NA,C6orf136;C6orf136;C6orf136,Body;Body;Body,chr6:30614721-30615643,S_Shore,NA,
cg15049101,-0.614119641,1.20E-05,0.006285721,10,NA,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,TSS200;5'UTR;5'UTR;TSS1500;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR,chr10:123356616-123358285,N_Shelf,NA,
cg15049964,-0.301617208,0.001452406,0.032456341,10,NA,,,chr10:135132006-135132458,Island,NA,Unclassified_Cell_type_specific
cg15050398,0.302489145,0.000228311,0.015617059,6,NA,,,chr6:28831682-28832134,N_Shelf,NA,
cg15053322,-0.238576538,0.002647747,0.04280878,22,NA,SEC14L3,1stExon,,,NA,
cg15056288,-0.361008314,0.003407215,0.04819673,2,NA,,,chr2:119592602-119593845,N_Shelf,NA,
cg15058605,0.194505194,0.002427733,0.041080072,2,NA,KLF7,TSS1500,chr2:208030852-208031477,S_Shore,NA,
cg15061530,-0.347358913,0.000276579,0.016710258,1,NA,LOC100128071;LOC100128071;TSSK3,1stExon;5'UTR;TSS200,chr1:32826944-32828017,Island,TRUE,Unclassified
cg15065108,0.207914147,0.000869474,0.026020428,11,NA,AP2A2,Body,chr11:975211-975776,S_Shore,NA,Unclassified_Cell_type_specific
cg15069235,-0.430676861,7.42E-05,0.010615111,6,NA,HDAC2,Body,chr6:114291411-114292767,N_Shore,NA,
cg15069906,-0.244223994,0.000545969,0.021607543,20,NA,BMP7,TSS200,chr20:55840216-55841794,S_Shore,NA,
cg15070096,-0.278516926,5.30E-05,0.009539845,1,NA,MEF2D,TSS1500,chr1:156469617-156471060,Island,NA,Promoter_Associated
cg15073853,-0.471420416,0.000389091,0.01889211,19,NA,ISYNA1;ISYNA1;ISYNA1,TSS200;TSS1500;TSS200,chr19:18543828-18549161,Island,NA,
cg15075709,-0.224223571,0.002819489,0.044054824,11,NA,,,chr11:1215375-1215986,S_Shore,NA,
cg15078284,-0.373610127,0.000359313,0.018339433,19,NA,DMKN;DMKN;DMKN;DMKN,TSS1500;TSS1500;TSS1500;TSS1500,,,TRUE,
cg15078838,0.276215373,0.003483515,0.048699479,2,NA,BRE;RBKS;LOC100302650;BRE;BRE;BRE;BRE,5'UTR;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR,chr2:28113060-28113764,S_Shore,NA,Unclassified
cg15080866,-0.242451408,0.00078015,0.024867867,1,NA,,,chr1:2706025-2706961,N_Shore,NA,Unclassified_Cell_type_specific
cg15081027,0.303303565,0.00010175,0.011827241,17,NA,HRNBP3,5'UTR,chr17:77133927-77134175,N_Shore,NA,Unclassified_Cell_type_specific
cg15082473,-0.444126728,0.003017975,0.04549214,13,NA,RASA3,Body,chr13:114803616-114803852,N_Shelf,NA,
cg15083775,-0.291961173,0.00033879,0.0179716,17,NA,,,chr17:48048953-48050616,S_Shelf,TRUE,
cg15085205,0.431114907,0.001072176,0.028560095,12,NA,PTPRR,Body,,,TRUE,
cg15089387,-0.360647375,0.000510098,0.021052856,5,TRUE,TSLP,TSS1500,chr5:110408704-110409039,N_Shelf,NA,
